0.564,-0.792,0.025971104243914436,-1.0650044234979434,0.6033295185203166
0.506,-0.825,0.06362970109257976,-1.0699461065230067,0.5056580627817779
0.46,-0.876,0.13732593821088968,-1.088060460280861,0.3861193972931342
0.417,-0.931,0.1938797903531705,-1.1102227425818865,0.28618773455796154
0.392,-0.99,0.24091575680413183,-1.1349478415848722,0.20937126193004962
0.379,-1.041,0.2790386760162976,-1.1599073111415532,0.15534225096698218
0.375,-1.103,0.3317090373496462,-1.203398634030952,0.10933431831989145
0.386,-1.163,0.35835569106649845,-1.2304680582349807,0.07291191053874271
-0.016,-1.804,0.49334225788855857,-1.5839379362487764,0.5548484906471879
0.013,-1.865,0.49001929682361245,-1.6369936909233098,0.5287100212033709
0.051,-1.911,0.4795757854514051,-1.696828109985836,0.47911042813481736
0.123,-1.958,0.4671645975141751,-1.7406697743631032,0.40704016651612973
0.15,-1.992,0.44786641426053936,-1.7901821176304338,0.3597983579570192
0.18,-2.012,0.4235685694990962,-1.8374745855001298,0.29964106586746014
0.281,-2.019,0.39453914396074713,-1.8819868132595994,0.1779431104372945
0.313,-2.024,0.350750786314721,-1.9344335393817396,0.09719708192668199
1.113,-1.518,0.8044927793669029,-2.2185939087690802,0.7655119399376451
1.155,-1.562,0.8625489886413735,-2.202104776553801,0.7037483349974443
1.2,-1.62,0.9117940382159686,-2.1827120762136025,0.6322242933678535
1.232,-1.661,0.9722964016480566,-2.151061940527744,0.554622993168121
1.249,-1.734,1.0041630484211344,-2.13044720149114,0.4659565606669665
1.262,-1.779,1.0520061265398233,-2.093571281347151,0.3782228416412702
1.257,-1.85,1.0852218610749533,-2.0628076367580164,0.27348641515637373
1.252,-1.892,1.1255837324802296,-2.0179621239013104,0.17845876092632507
1.226,-1.957,1.1569350567426173,-1.9754696686323077,0.07149192294611142
1.702,-0.929,1.2509137199842013,-1.6966657328930614,0.8903872806126177
1.66,-1.005,1.2522328639827465,-1.666497967133334,0.7770801745876977
1.638,-1.06,1.2501578046175599,-1.6061959115407052,0.669889201512349
1.591,-1.113,1.2403831167706265,-1.5390214302344631,0.551748545829074
1.548,-1.16,1.2274033955193877,-1.4878246157678838,0.4585315272779603
1.48,-1.188,1.2098442983240443,-1.4380301930029926,0.3681021604950747
1.43,-1.213,1.1912445984394746,-1.3967529330876405,0.3012794088427527
1.369,-1.221,1.161566496056633,-1.3442136300247924,0.24126801939359738
1.317,-1.226,1.1312606839085224,-1.3009942077961363,0.2003078249722159
1.304,-1.236,1.0813623433099873,-1.2443425974762552,0.22279390725302795
0.56,-1.533,0.6800195813792664,-1.0753458546394963,0.4731300209034588
0.495,-1.463,0.6347673007752652,-1.0765216719898587,0.41097493401364255
0.461,-1.432,0.5748195731304776,-1.0835464577544738,0.36657163874345056
0.427,-1.378,0.5159408694346135,-1.0967477758957382,0.2949801549585646
0.41,-1.35,0.4657884658965862,-1.1132468473083605,0.2432373495919682
0.398,-1.31,0.42413555897270183,-1.1309383993045845,0.18095890220273778
-0.695,-1.756,0.2092120291477752,-1.3050039122662989,1.0104438949326386
-0.591,-1.673,0.10875265918253758,-1.313107510254596,0.7868776195878101
-0.537,-1.702,0.1061326206560434,-1.2922966210605096,0.7625460159664766
-0.476,-1.694,0.10599317293361765,-1.2713211663218886,0.7192867646362111
-0.427,-1.689,0.10829018039192849,-1.2504760677774809,0.6919818034861349
-0.356,-1.698,0.11229002036028166,-1.2325622073243923,0.6602483487444516
-0.309,-1.692,0.11814822489623614,-1.2151672445993886,0.6401758216731906
-0.268,-1.661,0.12698754569861975,-1.1961476581288726,0.6100023450775339
-0.217,-1.654,0.13648257553689108,-1.1804429814529513,0.5909366979832642
-0.149,-1.655,0.14755860166556375,-1.1658043897428234,0.5720658609956776
-0.094,-1.633,0.15636140036654544,-1.1560871957460588,0.5386340628430917
-0.059,-1.679,0.3552027453597345,-1.4388946036215504,0.47876352788573345
-0.069,-1.733,0.3404919199031923,-1.4445077751078745,0.5009105671566644
-0.105,-1.783,0.32020693318008353,-1.4499102776575494,0.5401385925432313
-0.11,-1.856,0.29682027633102803,-1.4531052741895776,0.5725616973915646
-0.122,-1.911,0.27584680108172754,-1.4533343471327411,0.6064156387704542
-0.129,-1.967,0.2627819609744045,-1.4521992758403879,0.6469257225835211
-0.139,-2.032,0.23707237500228528,-1.4471088143402733,0.6953618700376808
-0.152,-2.096,0.22210604391629213,-1.442253757771493,0.7532194111429901
-0.149,-2.152,0.2029280873225643,-1.433760473829603,0.7998258532955752
-0.562,-1.684,0.10839015503597425,-1.3025883819846318,0.7712961703044161
-0.5,-1.69,0.10642306364790868,-1.2817041446598003,0.7310639080217958
-0.449,-1.708,0.10672415007170155,-1.2633515122938899,0.7117173656671908
-0.399,-1.69,0.10703406410255432,-1.257054552350058,0.6659671423373353
-0.378,-1.69,0.10616556561588775,-1.2806765326759941,0.6340047285551575
-0.43,-1.699,0.10702989227802383,-1.2937879972224828,0.6727539463987651
-0.477,-1.694,0.11162370423809569,-1.3196453192804147,0.6975810291053217
-0.536,-1.702,0.1170686975994874,-1.337221749290339,0.7480386995170043
-0.583,-1.676,0.12428198328016449,-1.3541492003975169,0.7770686849162567
-0.151,-2.18,0.24034022672153266,-1.4416533965685596,0.8356451877736181
-0.138,-2.113,0.2531256623940431,-1.444678256866705,0.7743598879900128
-0.136,-2.062,0.27656207742111416,-1.447780476893495,0.7399142452279235
-0.15,-2.01,0.2949516344839892,-1.4480168736022816,0.716803314295998
-0.148,-1.952,0.31327559330195853,-1.4463793770108482,0.6844175533751394
-0.15,-1.892,0.32621072287827846,-1.444032894972532,0.653797506702911
-0.108,-1.848,0.34397512888792614,-1.439196120022662,0.609427706473691
-0.107,-1.787,0.36826022685826065,-1.4291459736390704,0.5949216649409351
-0.078,-1.728,0.38646469859717575,-1.4186262532961138,0.5580677121932119
-0.057,-1.677,0.39921200687294695,-1.409346563329201,0.5289307680374921
1.172,-0.661,0.7028430344973231,-1.2868264267719656,0.7821553392554744
1.138,-0.704,0.7353715220159288,-1.3064315100355113,0.7245918958747993
1.096,-0.772,0.7782819854128237,-1.3377810290217866,0.6488858987481305
1.059,-0.794,0.8385860766956241,-1.3954896643608858,0.6406029299959518
0.853,-1.439,0.8967095174667319,-1.475140562403578,0.056715625430929145
0.838,-1.534,0.9245384028216763,-1.5291378058046248,0.08667488733953026
0.83,-1.621,0.9411138013120984,-1.5715635435523452,0.12161513091768378
0.822,-1.688,0.9572848955669987,-1.630106339451195,0.1471518905767575
0.823,-1.754,0.9638527594579965,-1.6675112898278721,0.16528701350732483
0.841,-1.802,0.968664043200305,-1.7356765028316787,0.14386422141340655
0.868,-1.86,0.966851904842559,-1.781191569690092,0.12642178522277714
0.903,-1.911,0.9610310045524235,-1.8263886197185752,0.1025996255475198
0.935,-1.949,0.9492336506303813,-1.8782147815261716,0.07220210498770364
0.941,-1.98,0.9321637407727386,-1.9285446230577443,0.052208574902988664
-0.26,-2.563,0.10620278345808935,-2.119663219346987,0.5750234601233504
-0.215,-2.497,0.06372862007765867,-2.076249058075948,0.5046989189411573
-0.198,-2.413,0.039892808930714674,-2.046693513629153,0.43677617895015863
-0.172,-2.364,0.01031168333726789,-2.0025448781064124,0.404830032265859
