YAW, real_orientation
16.431786198711404,10.88133243075035
10.773647606646126,5.817579734883509
4.993548990838385,-1.7782794403683504
0.2672679126613706,-7.686157486087658
-6.517373374525042,-11.06207079664524
-17.89849652641156,-25.40968021264847
-24.70668501469576,-28.785599165251163
-26.58807101949978,-35.53749984319669
-66.72813477064534,-70.67884878334247
-72.60498576132709,-76.58663627917447
-82.90245792980724,-87.55829623670111
-88.85621811487633,-95.15413770307558
-94.95580843744585,-101.90585807148575
-100.68895412177716,-106.12569966624561
-106.71187562839582,-114.56550276744613
-112.53285166541303,-119.62944612518025
-118.73164484210376,-123.84930618852533
-124.47141029047448,-130.3422725450623
-130.4706083265505,-136.14375264860305
-136.86158390151945,-141.20770638507528
157.26012043166202,152.13774626465985
151.15066426629912,144.5417324775292
143.9646007663635,136.94596342442705
100.23635221456787,95.58961539687745
83.80981838397234,79.5538052552828
78.61925253662397,71.11378738175198
72.26725236714896,65.20626598962629
66.49445568759035,59.2982847916081
60.11017150885702,55.92233961593538
55.270999299588105,48.32652903298378
49.28031383968331,44.115132005156084
44.27745366085894,39.29853093113942
39.29839389608931,32.546670749405195
33.2521215016368,28.326828237753514
27.390771378504564,22.419070734362023
21.09936379514133,15.667479847279285
15.185241512491833,11.447387644533569
8.98042616702535,5.6817556096439334
4.201101010743703,-0.035325212345013464
35.66333334180305,39.276313559297876
90.88557779756547,96.26716539656799
95.1953080167039,100.72466113953618
100.73516994997493,105.18212881979055
105.67099167179042,110.38268979978406
111.6038410858524,117.81196019965982
116.89870954660546,123.01239908251883
122.31561942861993,127.46985117290289
137.9648106391525,143.83555502627897
143.13950594855135,146.8069919205338
148.6970216543468,152.00735380640657
153.597441835668,157.2077111397181
158.9811680226068,163.89390437536898
164.2506416449594,168.35158087267354
169.33224040011496,173.55173642305215
174.38361913228775,175.81197197520208
174.40905886428382,169.08285600867345
168.57346181041027,162.3309070035704
162.7728992531295,155.57874769801913
129.7585243505305,127.4507661757968
126.43251961503174,122.38671284529747
121.04127938318582,114.79075331723381
114.21141325014344,108.88300479841416
58.14156640322923,52.33543874094287
51.16064654916542,46.427243947067176
44.6664345152732,40.519242747363705
38.97020080451222,33.76740513151642
15.3157208533594,15.525071255232072
15.423372384842894,15.52492588765268
15.138133737067779,15.524603000099315
14.925558942289678,15.524060082865205
14.991025386266774,15.523722299945213
15.225500236191149,15.52329663464997
15.146794563055268,15.522766319157528
14.954485047701409,15.52137750822787
15.326648377566597,15.520615980124884
14.91332303999063,15.520350001029763
14.615707784215418,15.520141206022798
15.238124967185708,15.51996711253425
15.322552213663768,15.519713717991806
15.15533675793883,15.519506599778468
15.01604235713804,15.51925884559378
-60.50377060060772,-66.01560166228639
-66.45666643356144,-71.07953762550731
-72.67680749431146,-78.67533235363915
-78.44929995412232,-84.58307218182374
-90.54063993461276,-95.19495909383264
-95.63003502655188,-99.92341382771478
-101.91911338925684,-106.0241016919329
-106.94328865017538,-113.62017110506596
-166.72015573391673,-173.56617950037818
-173.0599249854315,-178.62996550451803
-180.0,175.46212736469133
174.93089981809925,168.70988219715716
168.874438756304,163.64602164893338
-4.167989747658046,-11.575519105553566
-10.366186156257928,-17.483414831884154
-16.16638196394929,-21.703277306124104
-21.959396708367287,-27.611150974753706
-27.693074071682037,-32.674998837934986
-33.91580363428261,-39.42662947569781
-40.19647728569923,-42.3056454996521
-42.895316597744994,-46.68304107642607
-47.078534491859486,-51.13214905971013
-50.922161254903806,-52.90589718622574
-53.720666007725164,-47.64969082497544
-48.28337462398978,-44.6571931206801
157.1961550355707,161.1371694742287
161.90256045414932,161.10200413068642
161.55807927765957,161.10233890004065
161.5735120340919,161.10374448416943
161.1737902228695,163.4494065315713
164.71289556901073,169.45535729008256
169.76490004400037,175.3987250725315
174.9821694902599,-179.4009048638525
-180.0,-175.80442861214334
-175.72246732420462,-175.4777559572511
-176.42535880775338,-175.47844635934388
-175.26757004088805,-175.47790110358986
-175.47034672790693,-175.475894971353
-175.42770616565224,-175.47449653654834
-175.39192685659873,-175.47353543240192
-175.3394939991706,-175.47442875878872
-175.66210035586317,-175.4727144404647
-176.17720182904344,-175.4681627540846
-175.98314136058067,-175.46948934485656
-175.63596592094277,-175.4696593380128
-175.84096373762165,-175.46858404532935
-175.87920431201698,-175.46809419846184
-175.44758039744895,-175.46384370964694
-175.6907839768216,-175.46393675269715
16.817919820893064,11.576370782151107
9.81604361754741,4.824151112760355
4.408054857980027,-1.0836984981123559
-2.3373209529522807,-6.991880643581426
-8.645628877261673,-13.743944330872596
-32.69159731194372,-37.375417141129994
-74.54168533436837,-82.10696366828137
-81.0238139509051,-88.01485839979101
-87.26673862076302,-91.39084677761403
-92.51181369689176,-98.9869571388931
-98.44705444683962,-103.20714813400454
-104.66410033641448,-111.64687390718161
-110.75569660726504,-115.86677428171413
-115.90719129376293,-120.25669902666631
-119.2497175979418,-115.5770663358598
-113.9315775397543,-115.12577982629546
-152.94198187469794,-147.76704892081736
-127.28500802168752,-124.614602173483
-123.28600010445679,-117.86316262182092
-116.86784910685986,-111.11263580362292
-111.75467524589419,-107.37974476608915
-106.12581453905958,-99.93770812098771
-89.72580221295604,-84.98673880648458
-85.56929064069342,-80.28433919719104
-80.50921802250188,-80.31471442981676
-80.84531804112598,-80.31434515893125
-81.0675461097953,-80.31401985606436
-80.58648007719302,-80.31339899774403
-80.8507600667927,-76.86038896423695
-76.1569107954464,-69.52136818614657
-70.47134711807198,-65.65165636907496
-65.3981947279563,-61.1792760235573
-60.042013004464366,-54.49404467735492
-53.66239908610694,-49.26914764640244
-47.57502734339016,-43.839121896321636
-44.042080838483464,-43.838785333279475
-27.67076874748283,-28.541848008807484
-22.24793787784035,-16.50138005598301
-15.915041677481927,-10.975950037239546
-10.463226164228068,-4.825486838306638
-5.8726896110100615,-3.242304720619801
-3.215066358579521,-3.2431084669580987
-3.1535666749442717,-3.243479626650901
-3.2303308525688395,-3.243997792986236
-3.0122107791639667,-0.6084562495144485
0.0,6.134002773014077
5.748566507316559,11.677920216611124
12.432852098095882,18.59929964920503
17.25901307430104,22.671564107114143
23.289377724751073,24.33175704732035
23.661021311799754,24.3312505131712
24.09078811712807,29.446659917633017
28.040514285228976,32.82255406372124
46.78559421339332,51.2890085504435
51.221613283860094,51.28344402258132
51.20492450836753,51.28345940080555
51.3730642535598,51.283217622145905
50.960817347229174,52.077735480275635
52.79657971855327,58.024229283941075
58.18295519338664,62.48847512565671
62.79319408353316,67.6956039754797
69.51922470723673,72.8989913943883
74.46149284402729,75.65133951576053
76.1311351491076,75.65313878591955
76.16540245432104,75.654988584297
75.86617202363327,75.66499200829828
75.80125786779189,80.19385522811136
79.91935117690606,85.39925733161277
84.91116143298925,89.86083697740621
90.3702322960338,95.06349991796463
95.90333551778785,99.53229928725457
100.2075229001858,99.97045899208078
-154.76442875305506,-150.09201121716677
-149.62858028313693,-143.40577276025735
-144.23548198491582,-139.69112735053227
-107.43239663856733,-102.5368085546504
-101.9471771885884,-96.59360156914315
-96.87434458902779,-92.87917660438373
-70.41368732617633,-65.39109885140617
-64.52944229618788,-60.19081469040313
-59.70972752617265,-54.247486354932065
-54.22157876309609,-49.04713612977028
-49.32776395548937,-43.052314319059
-54.86450127198299,-61.86863400399433
-101.86003757187983,-108.10847953246642
-150.88640044752836,-157.90288916261196
-156.76893919102582,-163.81085368116277
-163.5394386911996,-168.03050043568996
-168.7323832536588,-175.62629111138298
-174.89392364423642,-179.84607264162568
176.98682088210714,174.24593508618395
172.79797382320163,166.65047170790834
166.1942720843254,159.0548052213366
160.3326933887028,154.83496335479643
154.73189530986772,148.92728443965026
49.314795426897454,47.68475893044072
20.062315235690676,20.15582119855837
20.211931628291563,20.155488102164
19.674471664427923,20.155212015652832
19.858959496033282,20.14979341777976
19.64600570130253,20.15134375870565
19.607948816879954,20.15187322102493
19.51502735791855,20.153011099375103
20.089481521566483,20.152258598399595
19.797112024193037,20.150459712511267
19.704867707149713,20.1504287966481
19.51798536161754,20.149238926556283
-60.389981276444715,-65.6789582469393
-66.94859490749576,-70.74291582484385
-73.05399404319212,-77.49488009991121
-79.38659418577512,-85.09060587560107
-85.2199976752107,-91.75256135362272
-91.4265780562877,-99.34809944812113
-97.90755715235721,-103.56798127958687
-104.33170359857786,-111.16389112266306
-110.21509989131796,-115.38372081428686
-110.81313229135513,-106.38033322524575
-104.65378640594322,-99.0552599182941
-98.09964198844655,-95.22561515741954
-92.89637132634743,-87.43861055805817
-87.11707318236382,-82.85528813683304
-82.4912200628084,-77.79205054283035
-75.41334986811464,-70.19754444433856
-69.37956559720756,-62.60258823131597
-61.44224396318063,-55.0076853234374
-77.67634001768128,-83.64383937129946
-83.31453698047032,-89.55167926489322
-88.74438581839824,-93.77182463266372
-94.36081262720892,-100.52397019830421
-100.28878656104874,-107.27589233542442
-145.54630465797618,-144.93655622609083
-145.47747976381507,-144.93938338819217
-144.97863778048347,-144.9385572109229
-145.35564762115914,-144.93780754867532
-145.83295421189484,-144.93668319262147
-144.9743680530747,-144.93819238017855
-145.34836975979547,-144.93808472310326
-144.9810454304981,-144.93782678728917
-145.05096681539368,-144.9375989681127
-145.47165391070732,-144.93783922657755
-144.89585048671748,-144.93695904566562
-145.00654745284294,-144.94171221646573
-145.69356155020427,-144.93990572623798
-145.61979166246994,-144.9371947831134
-144.6945328224371,-144.9111456805395
-144.96265350003307,-144.9102338686288
-144.77646158482543,-144.74024393549104
-144.07663640441532,-138.0524292696545
-139.11934447696126,-134.33852360887138
-133.58277350770393,-129.881137954784
-100.54208509397739,-96.44507426178366
-95.35504510471048,-90.4962310323132
-91.01516578414687,-86.032125994454
-64.28292125725312,-58.112464753949354
-58.09756199900372,-52.91206583672392
-53.3015770983741,-46.8889351655909
-47.5584039071402,-42.35817656892009
-41.767991990503965,-36.41487332894194
-37.078129451867234,-32.70009372497232
-31.507317377545302,-26.01401988408261
-0.17491773218195106,6.678009758545854
6.552318673156105,11.138420264372858
10.883498213701705,16.33893307565093
16.30002483351485,20.053462103681586
21.26591949800053,25.996744531709993
31.265895111191323,27.036225661007094
12.10899449242284,7.623843270290862
-29.61272996225517,-35.41955945437298
-35.31923215732421,-39.639671986022215
-90.09844872227782,-95.31021401948527
-95.66068304100901,-101.2181265505249
-101.74861373309595,-107.12586381036171
-108.2591460899359,-113.8777848900076
-114.24273673456202,-119.78590040074582
-120.27005086469575,-127.38155304032861
-126.62350940980512,-131.60158264058313
-151.16376668937338,-157.7652005161418
-157.12241786332976,-161.14129209003232
-162.41137026703342,-165.06152026092462
-164.8455895030713,-159.18753620720216
-158.60440197140545,-152.4655341659005
-153.41159976024676,-149.49387260303646
62.41339802027335,69.88028404847024
69.36224059097604,74.09975746292875
75.38048087583789,79.97372306743308
94.70736071490569,99.95030665064182
99.22229380957067,104.42992939284119
105.20374730863777,111.45204886944084
112.35801488895466,117.50460636461692
155.34809840072734,160.24057131283908
162.49721822931832,167.83550494790845
168.528901907937,175.43048870529532
174.71553346995114,-177.81858246541495
-179.952384557175,-172.75548234334275
-172.75607221884033,-166.848184591864
-166.96494160875324,-160.94124885307698
-160.82064208201996,-154.73547749630382
-154.46105650345544,-147.98473701310073
-170.9489243054095,-175.8956843115527
-177.4869226090777,178.19652246445898
176.21314034522948,169.75653810210773
169.0061721392124,163.00468945364207
160.15657321373342,159.9708581037835
160.47308918440808,159.97012224724972
160.6360280677961,159.96891764362692
160.05494819651858,159.96729866979535
160.33615685212268,159.9650508793262
160.47106203751218,159.96421430624113
160.05778178957362,159.96451972607827
160.70228360041972,159.96594518691
160.76066197396167,159.94508831097542
160.5444412697252,159.9438809605811
160.4162516470368,160.10038389576673
160.22332722087185,165.0482580012196
-145.99241270175474,-140.7187022885269
-141.13460444686973,-137.00419123820615
-135.46451799584693,-131.06094720046823
-6.657500207255494,-2.5546263643797213
-1.4784844482741932,4.196557561929284
3.8234907417189716,8.415756638214303
9.020621674402319,14.680683706297236
13.870979414081022,19.537843646545856
19.765051775805595,24.970283187076607
25.687927334625186,30.91354106983532
30.537351079401006,34.62808151882446
36.18948045585271,40.57138784477839
41.29831042064955,45.02882869313033
72.34253866821953,77.82833374029101
78.28641890891447,81.5429795857778
83.51793191365248,87.48633251239667
89.68758700142924,94.91541135500808
115.24291461852748,121.69056978623175
121.65037828047743,126.14749553358332
126.96494750909785,132.83374651840708
132.75282982307002,136.56631641301857
138.07929205694256,142.50993689936126
143.8382829392206,149.19606861968538
149.18308460143032,152.7210709279303
153.91090434820123,158.95255767600602
160.3476141210582,165.70359317643113
165.78327135362255,172.45454923349772
-130.5635288346111,-125.03148414259566
-124.13885209779063,-119.01395723543094
-118.4207687068526,-111.57452133600421
-112.06118410391525,-107.5746563555175
-106.35964471912216,-103.44976726635194
-103.6778343096906,-100.489203168316
-98.1794961082486,-92.254631404577
-92.84174385665568,-84.6596405687454
-86.16353906106504,-80.44038728099285
-79.61302285214121,-73.6894140411923
-16.870588818371722,-12.983653903943141
-12.012722072316194,-7.920290029922708
-5.546622267237865,-0.32552419065074956
0.6512229779183275,7.269194970425192
7.31886856702485,12.222869274856938
12.157746231999226,12.195596083838192
12.466128052306663,12.195693936762959
12.115543549511218,12.195740926253666
12.073539076959669,13.175554310328065
14.81959151883211,19.91034937561473
21.39182974395057,26.661513000607872
27.01271160782082,32.568582886242915
33.79887873440076,39.997927027841726
40.680446175277204,45.59397827712271
51.36501958633409,51.24608312897894
50.79721982548106,51.24585227575719
51.29147264085814,51.26068115745476
56.86133167420751,62.30671029841122
63.3489996408971,68.21384451469585
69.51215346728007,75.51025217841281
75.17446670920135,79.4549077398558
80.87266656287673,84.97524159428622
85.00298314726666,88.29241004892303
88.23318136028219,88.25502408314807
88.3314974345951,88.25503105576709
88.2505999612373,88.25624160923616
88.08183432648633,88.34741973926049
87.94853677821303,92.56292992912029
93.11597510850723,99.04428284691298
99.88205030765805,104.26766936741204
104.92734478316325,109.5739193879303
111.12962475524024,116.32497328829
116.0809364305057,121.38805465448233
134.60109269188536,138.69160117674429
140.24432370652838,144.76623544950368
145.74628101239975,150.67321293764127
164.2336442563313,170.08252451230024
171.13823313997503,176.83346023792419
177.6604965356567,-177.25954662987002
-175.89434258044588,-171.35234670212222
