a,b,c,d,error
1.9150073436369757,-1.6215166050873404,2.1870168868612003,-1.5193140361954056,0.2905762493617846
1.9671451063429493,-1.5785770145727074,2.174126594685277,-1.4759303795948795,0.23103607551349314
2.002380605700613,-1.50999085908539,2.1517742738124888,-1.419881496453776,0.1744653699328238
2.030377576401519,-1.4682856739596244,2.127552119138822,-1.3729630313757626,0.13612236386933113
2.0402813508851905,-1.3856809434779567,2.081182151007827,-1.3041835492141773,0.09118498079430501
2.038016968619313,-1.3138187598640847,2.0519036269849593,-1.2696632131297605,0.04628770450099316
2.0280468215366647,-1.2641356047893093,2.0088617217501152,-1.2273783810322196,0.041462773088019794
1.6414814436325333,-1.3883988718865758,1.6189196549375062,-1.0839047408049707,0.30532885578055147
1.6188899558560979,-1.3346521625629402,1.573713766729723,-1.0862263176786828,0.2525000761790758
1.5712490382459472,-1.28108114208285,1.521373888031611,-1.0933853114691106,0.19420930832141953
1.5275050094765796,-1.240502700746315,1.4976440208281259,-1.109203591392573,0.13465190217798245
1.4898033750770692,-1.2106772559180534,1.496843939605076,-1.127579666037552,0.08339531757131824
1.479582300997999,-1.1847115413247615,1.4621499601968806,-1.1514821793870866,0.03752435210088686
1.447003452422724,-1.1614086215424322,1.4042798460759136,-1.1870137937523262,0.049808948826245515
1.3925949181288595,-1.1460815661305157,1.3566568398702024,-1.2240471750513748,0.08584976204583046
1.3317481203825516,-1.1526456678257975,1.3235601195709918,-1.2549521002170105,0.10263356890368741
1.298942968185673,-1.151934533741896,1.2833951365320584,-1.2999712342462102,0.14885093135527622
1.485448828163255,-1.6017300331430644,1.1649911749833302,-1.557984425709352,0.3234297228940616
1.4155961067234644,-1.6164399411230561,1.1570437167832603,-1.6178056160229417,0.25855599666556467
1.3566776294600489,-1.6538033500641873,1.1552462831774288,-1.6554889107295665,0.2014383984745348
1.3137739762492007,-1.679601057541623,1.1558961713743527,-1.6932063036524923,0.15846294202064368
1.2777468603142477,-1.7102493732340223,1.1599002848208768,-1.7383296021591406,0.12114584025876335
1.2431541985937018,-1.7537527357639575,1.1706913738113203,-1.797732158649649,0.08476467786053704
1.216205173699752,-1.8307741380717448,1.1875858947162006,-1.85572900728645,0.03797115519787864
1.1990714916449858,-1.8600030790615927,1.2072065189365973,-1.904741109965242,0.04547164037255692
1.1914207903942493,-1.9104098378026884,1.2312070795124945,-1.9518120101249725,0.05742028104080222
1.7504988126001613,-1.9842152768136248,1.8493217205224037,-2.204200936400497,0.24116313473265186
1.7502633297874914,-2.011471510413574,1.8849372063570542,-2.1745338182293676,0.2114860970855685
1.8123236783218415,-2.0296242853307276,1.9247522397817254,-2.149416039311049,0.16428708334382455
1.835481964475326,-2.04282307773972,1.967381611415886,-2.1182566262892917,0.15194649423341425
1.8962774323081883,-2.036628253458465,2.0005674693408335,-2.087008481103521,0.11582132429668615
1.5622062699729962,-2.3446833590300655,1.7009666681785998,-2.055755578885707,0.32052099814103363
1.6039949419490154,-2.294598178676671,1.6903118745374688,-2.070746401377841,0.23991713371771634
1.6068677796511144,-2.2352841046092413,1.6824333111587653,-2.084406116232291,0.16874334632425944
1.6285955172974496,-2.192888264424075,1.6674393061271833,-2.0976798750102725,0.10282741533958346
1.6467933365170113,-2.145861970520067,1.6139069471445835,-2.0846487816155963,0.06948790615502347
1.6023275525781238,-2.1205509868748376,1.5206006603578226,-2.0564030637107216,0.10389533655683518
1.5167680575384417,-2.0925094466707193,1.45527838132512,-2.0366302051190166,0.08308712245115167
1.4584762643336584,-2.0780385851750074,1.4289465480767503,-2.0286660188163403,0.05752959630533215
1.3825112103984751,-2.0528172138500658,1.4202260312637636,-2.043082532383573,0.038950888772335816
1.385820420400582,-2.039632958029285,1.4179591485594822,-2.059668644132228,0.03787250407997009
1.3983432120221129,-2.0256898860400607,1.4179160327258233,-2.07586168379811,0.05385447614241719
1.3898854115526569,-2.006597763217802,1.418094603402213,-2.088102804415912,0.08624865358665394
1.399910933431777,-1.9940318600522637,1.4192268442987266,-2.1117161690837953,0.11925896614028218
1.4178482741237304,-1.9693058725272716,1.421224725398983,-2.1247034694869105,0.1554342740969459
1.4331320493678557,-1.9429960741918262,1.3828909267480207,-2.150916227740009,0.21390409218526246
1.417521495961017,-1.9252711649034904,1.345970318315512,-2.1635174762989595,0.24875867003183116
1.3895870573575455,-1.9363073969561078,1.26285998831615,-2.1743679067895463,0.26968974094314246
0.9512361917697063,-2.1803847579016353,0.9361886358636806,-2.0375520099974214,0.14362319733460088
0.896306559170079,-2.185956444698099,0.8833890011238491,-2.038285974945224,0.14823437841105716
0.8737434604161852,-2.1251684213885373,0.8383424498496204,-2.0427536900724728,0.08969626239165795
0.8341168097271726,-2.0717118924049696,0.7572028013723919,-2.0599605584635694,0.0778065455511397
0.7691908174267538,-2.024456907567505,0.7283523802387567,-2.0728290958746465,0.06330597565459
0.7197285828280573,-1.986823000236693,0.7284090234997711,-2.08333296760085,0.09689955547310744
0.7282162271202903,-1.9657347369056934,0.7303107016340298,-2.1042616256449045,0.13854272166827986
0.7229316984274059,-1.932065339105939,0.7353547578238792,-2.1273614069942983,0.19569079318512392
0.7229534091870891,-1.8936933892251442,0.7413668303078902,-2.1447456338073523,0.25172660484568726
0.7293093687816592,-1.8545512474009307,0.7343151432939621,-2.165564382807811,0.31105341691434046
0.09284961234374128,-2.1949339878333793,0.1094743133854097,-2.0748919646713024,0.1211877386931923
0.04781391986812683,-2.2440546929938923,0.07298098721526435,-2.026334715649384,0.21916972832430243
-0.021175005090923293,-2.260943716598308,0.022719608312351702,-2.002642830670768,0.2620039785132565
-0.03142663427207221,-2.258173728477526,-0.013497276630841652,-1.9934274828729919,0.2653526642548054
-0.06906906432089127,-2.186774505247771,-0.04720151734985503,-1.9559599359241875,0.2318481292194565
-0.11391839700216422,-2.183731642419559,-0.08672467365035987,-1.8911622120863862,0.2938305126347701
-0.1716026304793189,-1.7113067979168999,-0.1431491264291127,-1.6343536720671192,0.0820450209993713
-0.2488256997946769,-1.6660969115510538,-0.13579892098372748,-1.5664376265661493,0.1506885059056652
-0.31130004889738033,-1.6309667257160265,-0.12391044231938718,-1.5146315851332464,0.22056457011013866
-0.36576339228953064,-1.6085680539304064,-0.10675082906363532,-1.464326475448237,0.29646777374931704
0.23427913207761655,-1.4737454911684424,0.11903872628117934,-1.2064065318456214,0.2911193403055463
0.2157144399703172,-1.4367252254504073,0.15278561551659595,-1.1890081792038223,0.2555851559622741
0.2273740570807268,-1.3808321979936973,0.2091782577702223,-1.1664439207694883,0.21515905866059284
0.25492157177480634,-1.3226876100660017,0.24561364185772563,-1.1557787487525408,0.16716819537309538
0.28397574673113724,-1.2783477673798225,0.30527044189489394,-1.1443685386433498,0.1356609662907404
0.3034678605909421,-1.2527403646281496,0.35825188230539207,-1.1402075478118467,0.1251595937026839
0.6656288959545686,-1.1222341774217839,0.6784188987566515,-1.2408547472569629,0.11930810433369504
0.7073087822824047,-1.068260241445671,0.7194952863045527,-1.2745869369603657,0.20668627473128298
0.7610703811757165,-1.0319500380280644,0.7618850130615197,-1.3180636804644386,0.2861148021569641
0.8101060096584389,-0.9960816921031008,0.7945805382612534,-1.3599940359926224,0.36424337234501636
0.9914457978173778,-1.4374121004216587,0.7824989554028364,-1.5211087322504355,0.22508644813601955
1.0494835013980055,-1.3985477711001515,0.7720646367666457,-1.522198111748943,0.30372789334520284
1.1100443904573372,-1.3663534200267407,0.7510950628511756,-1.5225676784734574,0.3914684078325774
0.4330101309739959,-1.4309566525711073,0.7122791180621766,-1.5166206626471974,0.2921121184948939
0.4877917548546996,-1.4368014490612282,0.697285537089195,-1.5118495530326876,0.2225305882449089
0.535191737411643,-1.4565635325674018,0.6827607031322744,-1.505798667553092,0.15556573581902935
0.591439433256592,-1.4737387118603582,0.6665732018942175,-1.4971335256455982,0.07869180708141287
0.6503185355580501,-1.487905642721897,0.6513611527208235,-1.4868536596423367,0.0014811208417245926
0.6973347746289562,-1.5254559748597103,0.6334817123442966,-1.4714471224651475,0.0836311526890924
0.7476129183613893,-1.5609495940233304,0.621081965237479,-1.4579085835638264,0.16317944703595735
0.7813710055516974,-1.6036968885758183,0.6131430054210216,-1.447469406895199,0.22958154555676916
0.8349782223026128,-1.6316334079718156,0.6033151007198277,-1.431967449888777,0.3058337730184453
0.889362378862963,-1.670417745997176,0.5951485974936735,-1.4155306600841095,0.3892674860720723
0.632229069453436,-1.1394222870950774,0.5813244893607477,-1.3624341898325634,0.22874786345888964
0.6071260224788745,-1.165376152552311,0.580451451518303,-1.3414798548153077,0.17811245516994248
0.6194667661708297,-1.1846918797196258,0.5817166597635005,-1.3231684337303173,0.1435298803191888
0.5898922165965612,-1.2063989120985315,0.5848589189785744,-1.305084516016324,0.09881387810186719
0.5684948463664937,-1.222571813129027,0.5882344283418407,-1.2924137335334778,0.07257785435202029
0.5651563207548006,-1.2402913106604572,0.5966555351050318,-1.2703772818219439,0.043558766803154784
0.588656123327038,-1.266399300683166,0.605141446954386,-1.2541025968222144,0.02056635166825513
0.5812910506842313,-1.2844603749802683,0.616848521728412,-1.2367000026117139,0.05954315171235673
0.5709098980616978,-1.3038739945536904,0.6234494195224665,-1.228549264083049,0.09183798961106086
0.5671826031695304,-1.3270825605559604,0.643756897600777,-1.2082960248968646,0.14132891997582409
0.553634261073002,-1.3431660358623954,0.6559036612872331,-1.196953443924592,0.17842968436151313
0.5440719995135066,-1.3662626204418185,0.6678831004349993,-1.1883221169246725,0.21677640901013073
0.5390957608773458,-1.395582129311326,0.6805509103127184,-1.1807355729944116,0.2572325835951205
0.38083033810689426,-1.0497172647105075,0.7670346396087588,-0.9078665145703443,0.41143091499530043
1.1117359601515147,-1.064160717951329,0.7996361020099351,-0.8566148320760594,0.37480877283722236
1.0602382798924592,-0.9834952112850467,0.8279166666299951,-0.8209090306488935,0.28356233551500765
1.0081367121347085,-0.9367387434958651,0.864743469992062,-0.7825867805055953,0.21053372553093044
0.9856112674401045,-0.8517050712039455,0.9053257587859974,-0.7482460973027236,0.13095618420121444
0.9620694077042409,-0.7819542292602467,0.9492196481283459,-0.7182725142771157,0.06496519948673318
0.9506349596099624,-0.7254490384549857,1.0028464057050661,-0.6897621393521709,0.06324231076515471
0.9592975432101234,-0.6540911790978141,1.0522407757639272,-0.6701535024014517,0.09432095582351266
0.9804053020593271,-0.5894153336885493,1.0834489993051213,-0.6641947335077063,0.12731834973559877
0.9865530149516534,-0.5484600436944931,1.091868229268416,-0.6804232168166646,0.16883593642070957
0.9727310005824895,-0.5262885660056504,1.0968287674114772,-0.6925689645288196,0.20748355757737943
0.9330140554037442,-0.5132188384856728,1.1029087608235633,-0.7126481521866613,0.2619852325856066
1.589557935217956,-0.7089426597051497,1.399594242314945,-1.0803835067440677,0.4171984030054985
1.2404957370593381,-1.4013681471221058,1.3318807147714198,-1.4740768156126394,0.11678084014556485
1.2892243153293457,-1.4877119740282723,1.3010211019640527,-1.5173305957555712,0.03188145115783825
1.3383473138530098,-1.5299361524753718,1.2605053481004442,-1.562602415223019,0.08441834133718748
1.3731375448938525,-1.5738270415099882,1.2325950358655935,-1.5883360929053574,0.1412894526012177
1.3833342661929358,-1.6557783463529672,1.1904930400666043,-1.6207762237953252,0.19599205871016076
1.400840387384189,-1.7012306260752803,1.1385784314247966,-1.6523270984101344,0.2667824742402356
1.4226567265208738,-1.743048677499008,1.0690793176350804,-1.6828232200996425,0.35866988972222685
0.9142362349094417,-1.8351937661793047,0.8295497193518646,-1.7078704396353863,0.15291512482254013
0.8782737202386264,-1.893443683767201,0.7699128349564859,-1.6963758218235312,0.22489513927646046
0.8671616490639344,-1.9484248737872085,0.7120512866807669,-1.677945171554781,0.3117988034588654
0.7473358453468641,-1.3541356887199696,0.4940158154056308,-1.518207902399176,0.30181240675463045
0.6850657167174508,-1.3662454124250236,0.4590121873063494,-1.4685892370385343,0.24814200892983979
0.6166201536065424,-1.3611698143309658,0.4300632080483764,-1.4151758430446764,0.19421674766460964
0.5298298321284151,-1.3246764399937196,0.40528218024651175,-1.3515291522912305,0.1274095198445888
0.4815468775366443,-1.3012428109251395,0.38911420884980624,-1.2851370757345013,0.09382533211559518
0.44332491963877324,-1.267252890928895,0.3827063533073077,-1.2323782878447977,0.06993460176733411
0.3604501373372554,-0.9786499877848075,0.45734581749236264,-0.9273906186485811,0.10961886588067205
0.30787537010845745,-0.9219320382648934,0.49205365946347956,-0.8775555055661995,0.1894489876565734
0.26271958237851156,-0.870376537401335,0.5133969700608851,-0.850925710660411,0.2514308798778791
0.2436621351316009,-0.8005726800574273,0.4980563546583206,-0.8435270285381807,0.257995145268307
0.28197927463259476,-0.8030770501824078,0.48560840806850214,-0.8395666247882161,0.20687269766397745
0.32194799344612435,-0.812683758188899,0.4638105014300912,-0.8362808535038941,0.14381166183173752
0.3688818252371099,-0.8288725442359608,0.4471927062127646,-0.8361737468064352,0.07865050310174919
0.4043004228076697,-0.8399789840022762,0.4295511053360339,-0.8366457849507224,0.02546973074191239
0.43589986908998957,-0.8385330083349731,0.41507959865664223,-0.8388471846116694,0.020822640746326
0.48131598348245497,-0.8324207567061057,0.3974194075039481,-0.8443024440034986,0.08473375923414707
0.5154186534049144,-0.8142203935662706,0.3822812868155918,-0.8504431124519215,0.1379769681715342
0.5519506600249406,-0.7915494820811092,0.3688024950597741,-0.8564952672380949,0.19432242623990983
0.5982490144795407,-0.7928069860095297,0.35012531980836953,-0.867663464681782,0.25916955889240145
0.6458774560304212,-0.7768876180189637,0.3311253818602968,-0.8808413100583181,0.33147434030858025
0.4275533037646885,-1.4707166964170786,0.40688689621603646,-1.54506699362051,0.07716908121265635
0.4161568197006735,-1.5302777872218944,0.4045743066082595,-1.5937490248515633,0.06451939720562985
0.41476719049381267,-1.6102796770953312,0.3999461133731953,-1.6911294886478274,0.08219705806833628
0.41117146298331253,-1.670189147518138,0.39716756304372103,-1.7495450873502143,0.08058209726825304
0.4179103361929688,-1.7406176184521107,0.3943741732798263,-1.807966506854693,0.07134300059387379
0.41095737961956536,-1.8203338211240838,0.39112920008817953,-1.8761293374568586,0.05921398775939522
0.4053389445625948,-1.8801188268702815,0.38835684349355604,-1.934575573476918,0.057043220523551014
0.6194821902824561,-1.7552571296222395,0.6423783770351239,-2.108825810322369,0.35430925381627176
0.6743839256171685,-1.7794830111978184,0.6963542152651185,-2.131340265076339,0.3525425091164872
0.7284476102825093,-1.8057364065201007,0.7773409226825805,-2.1651095419567894,0.36268389331627005
0.7921830979183471,-1.8348171486608755,0.8125365846872709,-2.1774455688867635,0.34323242674628
0.852056190745645,-1.9076143647444646,0.941038497773969,-2.1723650613007632,0.279304103605959
0.9237917885144206,-1.954075889688124,1.0001484959868288,-2.1602438247393554,0.21985350627023362
0.9607596900109958,-1.9809192747421616,1.0437896714833472,-2.1468572761471387,0.18555160504177057
1.0200290843925826,-2.0032356661489987,1.1015971153809259,-2.121425237489682,0.1436040335541095
1.060875217136369,-2.0156299326021405,1.1598826006507599,-2.095037336550205,0.12691728720760148
1.0921023975490787,-2.02140344330576,1.2264870168168138,-2.0800677080361307,0.14663124446068498
1.4329069508153016,-2.1216777447457065,1.5022769865638717,-2.0180700603852073,0.12468662365427459
1.5114215085258536,-2.1062593886150647,1.5593488737170969,-2.0052381079659294,0.11181382507617811
1.5792721129406149,-2.08881466686615,1.635435351296208,-1.9881342405944333,0.11528598170134026
1.6482234861386145,-2.0765067598028466,1.711523329892253,-1.9710348761290148,0.12300889587725493
1.7265948756871057,-2.060412233855825,1.7590791493037419,-1.9603396241926156,0.10521290432834518
1.8044287304261841,-2.0418554478806032,1.8542006259434443,-1.9389661781645875,0.11429542163217253
1.8731655622154193,-2.0285136001211583,1.9207606436494813,-1.9240022690052654,0.11483862637776023
1.8828535524842942,-2.0260136470809074,1.9968990138783007,-1.9068892409727114,0.16491510359940423
1.7816452026751253,-1.6608917253381894,2.12181040883841,-1.6637752519990465,0.3401774275435012
1.8262640045866048,-1.647454806542199,2.1466321178241645,-1.600232506523426,0.323829698450369
1.8494811248106475,-1.6027953180111856,2.1515017726992007,-1.5369146791818953,0.3091225166880873
1.8902796172590388,-1.553357379449159,2.1474875504821433,-1.4842589887112734,0.26632782151977014
1.9336321582544072,-1.5130420252650303,2.1370757155398894,-1.4248141802649952,0.22175083682890923
1.966440559264353,-1.4679062596086747,2.127460584153744,-1.3883284154008744,0.1796109175527509
1.991055907926745,-1.419818113941925,2.1140013016488313,-1.3340640751562471,0.1498977151444757
2.0060578911537084,-1.3398688741456433,2.110832493372802,-1.2659221015662,0.12824134452307176
2.0051087795346056,-1.319891202227965,2.106750585144422,-1.1782808775064022,0.17431161956499105
2.0202337286533347,-0.9196061934049508,2.0917832974500445,-0.856943096398468,0.09511048586480347
2.0173529957518097,-0.8496652905644793,2.087702140534466,-0.7692640997322299,0.10683329845556076
2.0166416263332745,-0.7796354254715747,2.084521579368838,-0.7010971287469487,0.10380728335004093
2.0117380232130304,-0.7097776925652496,2.080894330438442,-0.6231940900796201,0.1108120708607372
2.0077060492596277,-0.6398762531073223,2.0781733787629335,-0.5647496491731935,0.10300316085442687
2.007770987617895,-0.5698222946242409,2.0749959720434576,-0.4965627242720824,0.09942918675720938
2.00556908991193,-0.5198707021650946,2.071365349249542,-0.41868231584320514,0.12069895305780509
2.0278439693664483,-0.15930735143561292,2.07416913415642,-0.13129461798239045,0.05413625521163554
2.000942477317585,-0.13999917753317526,2.089362702967173,-0.1334371821576419,0.08866338639614772
1.952517489215292,-0.12786874426279482,2.1179642467031887,-0.08923878141891617,0.16989674391399734
1.8904174503786881,-0.08784389390305236,2.1292720272601544,-0.04185052703993902,0.2432424689330159
1.900497826342363,-0.02860158356847603,2.151913151831893,0.05295226784815741,0.2643117412675655
1.9035917336279382,0.0014959897627961904,2.160973105494091,0.0908736224564499,0.2724583120582386
1.9241396389631986,0.07883772696132868,2.171699588348658,0.13803430851499715,0.25453912038696797
1.9327438723988835,0.1179067294313772,2.1648677103230076,0.1995165161508365,0.2460520949332086
1.9645790798775675,0.14242407251903333,2.1464909980413194,0.27267146060999614,0.22373271570008135
1.9922681939903752,0.19014238356488114,2.136510030465932,0.3011476901885446,0.18201067410581934
2.00659521774768,0.25014505979828144,2.1121954377030465,0.3563704819424461,0.14978400036161343
2.014909691747432,0.2910151336561056,2.07817417476441,0.4151164093579971,0.13929652343918117
2.326472596543192,0.6379362636618994,1.9572743672804747,0.5542023307923866,0.37857456861828703
2.2506251017085663,0.6548513428489707,1.9730051178316483,0.6574014327264818,0.2776316956080548
2.1685893429538603,0.6764757565858238,1.9800858252692608,0.7100880319115429,0.19147679032206505
2.100537896350334,0.7204250513241446,1.988448314223851,0.7471283324532877,0.11522647110951396
2.0491989589748827,0.7627592626072135,2.013217220610646,0.8188622338649937,0.06665004785942548
2.003071749291113,0.800011794728529,2.0275838424292862,0.8459173739063737,0.0520400317992586
1.9607430599443558,0.8522085500512305,2.0472787215491874,0.8415675277666251,0.08718745371122727
1.9339021105406111,0.8664867783595165,2.0620585545118133,0.8361446337678514,0.13169935409775324
1.8974946653824758,0.8653469612046691,2.0809274508764672,0.826972356397924,0.18740383424081417
1.8563351027670938,0.8699085016195383,2.096457128074951,0.8171813420300928,0.24584291813334408
1.8179157040964196,0.8779048134707734,2.1089106326680693,0.8075428666210612,0.29938078097783977
1.8945066930813537,0.18049217238078963,2.248421084755206,0.10629404674374983,0.3616085708081639
1.9526381346241801,0.1479569816218449,2.234178030104834,0.10589796899971055,0.2846641412085591
2.0105271068487185,0.11989343140820297,2.212970745187969,0.10729490366354179,0.20283527702390983
2.060353871100075,0.146678525500349,2.1953203711829197,0.11236946695487265,0.13925899483656154
2.1085639961334746,0.11876185166560871,2.1752395072499757,0.10438862303569614,0.06820713660530259
