a,b,c,d,e,f,phi,error
-2.1233193845495273,-1.529810029664986,72.22486877441406,-2.148921348577971,-1.4972766734813283,66.74578324612906,7.4017181396484375,0.04139903171194296
-2.118042775145836,-1.456922324266239,65.90327453613281,-2.1225122848036504,-1.4323984350553598,58.30607265983513,2.7325422763824463,0.024927849057003997
-1.9175038464848357,-1.1747054982807537,25.31614875793457,-1.8765074572153906,-1.2033764737992718,16.949966992352337,38.46495819091797,0.05002728026102704
-1.8834496180364821,-1.1808368179148971,18.160274505615234,-1.8436129331284135,-1.191297818711206,12.73005255327505,28.797527313232422,0.041187303894830524
-1.8341320007009856,-1.1869942584481972,11.688569068908691,-1.775600228735345,-1.1745513528273164,4.2900937755479545,19.64582633972168,0.05983973788151066
-1.7798880988007333,-1.180276036740675,4.902120590209961,-1.733875364506412,-1.1693657626583644,-0.7736791202307469,11.083383560180664,0.04728853769985861
-1.7020585029452384,-1.1768466079896662,-0.8110564947128296,-1.6638339573861252,-1.168946950507827,-9.213566161793274,3.2849225997924805,0.039032300361765825
-1.639988460151145,-1.1523060994046508,-8.022257804870605,-1.622042329849582,-1.173637616402975,-14.277701981000465,-3.6946606636047363,0.027876463374152494
-1.5848815825507425,-1.1288425397495496,-14.68770980834961,-1.5672789797435072,-1.185591496220611,-21.029671710058697,-9.73813247680664,0.059416291420314356
-1.5562184410781439,-1.1006357063252918,-21.525890350341797,-1.5158812627796985,-1.203163129183153,-28.025161338843386,-14.781654357910156,0.1101769503614765
-1.5244437441902545,-1.098579607592352,-22.79233741760254,-1.5090749358203044,-1.2166762075358148,-15.67168572842782,-15.55819034576416,0.11909243128309442
-1.5036517664211195,-1.131257042582668,-16.2691593170166,-1.485417667952216,-1.2256597422483426,-10.626962790779103,-12.238163948059082,0.09614755353695294
-1.2057585505587678,-1.4095335283854091,-19.524816513061523,-1.2278654680325352,-1.2784201838035467,-25.47160185978123,-45.01115798950195,0.13296399861479102
-1.0892646514199769,-1.3885419981395841,-13.372904777526855,-1.122556468420083,-1.3591581251291907,-7.488380665585703,-40.30704879760742,0.044404471309311744
-1.0890283883098242,-1.3753459516960895,-7.084878921508789,-1.119636266497752,-1.3658907626302872,0.9503551170076419,-30.5191707611084,0.032035024698555986
-1.0921678028855986,-1.3720064273359915,-0.07745953649282455,-1.0942740284278316,-1.3669312211746403,4.242226411502802,-20.23577117919922,0.0054948979621984575
-1.0590955695941338,-1.360679032049233,4.338925838470459,-0.9970439476574582,-1.3597431418596473,4.207594897824072,-13.880620956420898,0.06205867929161142
-1.0042354547771586,-1.3324351269896029,3.4123363494873047,-0.9192682008577353,-1.3540249243476916,4.207733436120476,-13.921282768249512,0.08766728915947548
-0.8981204669233827,-1.3051709971618768,4.06654691696167,-0.8512232155486072,-1.349016485964543,4.20856460845042,-13.882871627807617,0.06420108312835232
-0.8319621622170639,-1.281390885137837,3.7867276668548584,-0.7986133236599859,-1.3463134339181653,5.7544489430034895,-13.855749130249023,0.07298686438832774
-0.8018603468681516,-1.2829468200681928,5.879757881164551,-0.7973893618974296,-1.3514918428508282,12.568200008592532,-12.567930221557617,0.06869068244587784
-0.7876335290429403,-1.3063539395306958,12.022148132324219,-0.7941619308596966,-1.355823503903265,19.10379053109091,-7.431451797485352,0.049898475222122624
-0.7625494390614863,-1.3226805456241126,17.891071319580078,-0.789727445166936,-1.3596500269948157,25.85483034001875,-1.9232757091522217,0.04588449159233027
-0.77099379239028,-1.3562821741742401,24.578493118286133,-0.7861195319216441,-1.3621632478714705,30.91804061592385,3.882899522781372,0.016228833112794185
-0.7563839623242035,-1.3846800822676932,31.692106246948242,-0.7810543829330564,-1.3668289004227125,39.533931143086576,9.622044563293457,0.030451508111755055
-0.7473725696787397,-1.4160577073136367,38.979408264160156,-0.778653733804032,-1.3693644100503337,44.025259096307636,15.430878639221191,0.05620298246848341
-0.7484460339401999,-1.4452999427598787,44.917484283447266,-0.7410677281194665,-1.3328419562069695,47.05319327122865,20.14708709716797,0.11269976990357419
-0.6964901347101404,-1.4312721476082875,47.082767486572266,-0.6879260999952244,-1.2757746500080112,47.05413880020994,21.88852310180664,0.15573315141788605
-0.49895821535544527,-1.1239286402057083,55.927406311035156,-0.539619388917939,-1.1335778120439646,63.375585552146376,-36.817649841308594,0.04179040024507352
-0.5040609580573193,-1.1085063743805177,63.001155853271484,-0.5345019655088168,-1.133297899190165,69.28260250001026,-26.67105484008789,0.03925907076141108
-0.5138263949349693,-1.1277467882256471,69.76761627197266,-0.5234750829032379,-1.1112092104812175,75.17055862434837,-16.176734924316406,0.019146505090017488
-0.5181951400501587,-1.0916659242990399,75.58683013916016,-0.5010625862703733,-1.0265251333971563,75.18238860828664,-6.902832984924316,0.06735612101613445
-0.5173090952078633,-1.0207674948093146,74.83736419677734,-0.4860922604158623,-0.9751494035683796,76.92976559777195,-6.8840203285217285,0.055276586570602845
-0.5017035542529259,-0.9526564696377506,75.65999603271484,-0.4804788579147187,-0.9734441951930937,84.46747543572525,-6.475510120391846,0.02970887524652131
-0.48365894364087064,-0.9666094125564928,82.48942565917969,-0.47625792328682753,-0.9723575893133767,89.06723384863434,1.4538593292236328,0.009371053212384427
-0.46899420565419525,-0.9568576334963603,88.41030883789062,-0.4745699131840394,-0.9401345488036963,92.36705659684347,9.056599617004395,0.017628104722186528
-0.4525772445833646,-0.9163497708597159,92.18734741210938,-0.4789852755389834,-0.8330255350364931,92.3579935643098,13.935046195983887,0.08740888040969844
-0.4347127428704266,-0.8381644265783801,92.38175201416016,-0.48139241339843075,-0.7745837294282507,92.35765977144787,13.911155700683594,0.07887646474519182
-0.4227577093543988,-0.7694579713580465,92.06515502929688,-0.48500051615701845,-0.6869244803025821,92.35737340606433,13.908849716186523,0.10337284045855878
-0.41616321043955823,-0.750011998607897,92.46814727783203,-0.48360278036847104,-0.6720884876318208,94.99152802181013,13.89613151550293,0.10305420493621495
-0.4720813043137746,-0.5793062054122672,139.31858825683594,-0.4830814573344921,-0.6276737857720874,144.75622910261174,-37.19279861450195,0.049602683358290905
-0.48114474216664144,-0.5905037216068117,145.00291442871094,-0.5308254055106437,-0.5939339000437955,144.74250371512656,-28.326969146728516,0.04979894009323533
-0.550151865368639,-0.5806070334217419,145.17251586914062,-0.6104177062251075,-0.5376641825488041,144.7445917929001,-28.307720184326172,0.07400040550721705
-0.6304708858686601,-0.5745501614718038,144.91275024414062,-0.6661414605598366,-0.49828737089031366,144.74763800303236,-28.242223739624023,0.08419265482258548
-0.7011029578248571,-0.5696921626177482,144.53500366210938,-0.7377824910127491,-0.4476596845898787,144.7527548067989,-28.207590103149414,0.1274257189444271
-0.7608008011770759,-0.56274053200927,144.48208618164062,-0.8094396037589087,-0.39702137382521707,144.75738324855976,-28.158205032348633,0.17270950322963022
-0.7886080921731714,-0.5538295557560347,145.19754028320312,-0.8651719577240267,-0.35762884514140275,144.75988264074476,-28.143911361694336,0.2106104089397672
-0.8294072976936896,-0.46900284480465915,160.98068237304688,-0.8693018437920245,-0.3340690036136,167.87839547107617,-20.3098201751709,0.1407079113161948
-0.8535413319907366,-0.4439654311302127,166.5595703125,-0.8685028289384056,-0.32953393798344527,173.07814889008773,-16.889070510864258,0.11540542887886077
-0.8498688783658449,-0.4181528323544945,172.1543731689453,-0.8692390454219872,-0.3251833488930297,178.6036963227895,-13.257023811340332,0.0949659319275836
-0.8685728046223327,-0.38377539353299817,179.7277069091797,-0.8703076895186033,-0.3226576940689133,-178.87399067581666,-9.312179565429688,0.06114231769720138
-0.8684720708448863,-0.3798972161355159,-179.0627899169922,-0.8690710431725417,-0.3276370852015229,175.53454384634279,-7.6678972244262695,0.05226356334089161
-0.858717861310868,-0.4032488578648271,175.52590942382812,-0.8678656091166943,-0.3329207481563756,169.01144031650503,-11.236873626708984,0.07092054924408714
-0.8411760550618889,-0.4281417140187258,169.80686950683594,-0.8680463352839174,-0.3372615085801076,163.55154533348838,-14.816910743713379,0.0947693183460543
-0.8551711109128364,-0.45176273387200816,164.79783630371094,-0.8693139757199217,-0.34112817367829573,158.33274487593775,-18.1387939453125,0.11153486689913461
-0.8315021161362635,-0.47725313136343395,159.36534118652344,-0.8709766563729218,-0.3448351629180607,153.1308273986724,-21.08655548095703,0.1381765453834167
-1.0025512876011535,-0.3664221995478252,134.92657470703125,-0.8785642811813764,-0.3651957643615006,127.15218926533093,41.15640640258789,0.12399307200083441
-0.9826753890285004,-0.3813027072870222,127.47843170166016,-0.8814676639732154,-0.37034224327448717,120.40018289740597,29.775590896606445,0.10179948615899902
-0.8456658532121096,-0.34395675138324766,95.11714172363281,-0.901009360557904,-0.3879043802935398,90.01698527667925,-27.529443740844727,0.07067034662551716
-0.8169724966359138,-0.308217569918126,89.31735229492188,-0.9071297320389814,-0.3904951929933021,82.42119511587447,-39.14992904663086,0.12205709465010588
-0.9522932612261134,-0.44407267778660264,27.70802879333496,-0.9572574121530693,-0.3800851812803926,20.86230157961566,37.224613189697266,0.06417976708868489
-0.9631144153491704,-0.4244307933571304,21.300670623779297,-0.9603861155526738,-0.3769522707278493,15.798578973682435,30.33066749572754,0.04755684736017223
-0.9618619658999213,-0.40413508683558064,14.503681182861328,-0.9649600942279829,-0.37116474190826254,6.5147806792399425,22.991952896118164,0.03311558611535462
-0.9380119909650833,-0.38958297892570465,7.926170825958252,-0.967282941390527,-0.36738874102054553,2.295021585572681,15.312687873840332,0.03673380915450485
-0.9697788830495738,-0.3534911497026573,-0.16950321197509766,-0.9703780659133786,-0.3606929039679184,-6.144720120548708,7.357835292816162,0.007226637157176475
-0.9711493720015161,-0.35672297196356134,-4.744085311889648,-0.9719480711155661,-0.3557585778450672,-12.052511151300818,-0.6725590229034424,0.0012521886002397717
-0.9471314807780433,-0.3328512233364643,-12.23752212524414,-0.9591081964679538,-0.3539525749811453,-19.647442760997226,-8.776165962219238,0.02426332128850931
-0.9413637212746037,-0.32027881632133337,-18.317960739135742,-0.8879969679772908,-0.3796993735836995,-20.347296807786126,-16.63381004333496,0.07986747136892708
-0.8792926432906116,-0.3165885157313079,-19.976295471191406,-0.8148737974604625,-0.406819682948209,-20.34706795839981,-18.427553176879883,0.11086681755788289
-0.8086632223444988,-0.3152119195364081,-20.426410675048828,-0.7921742326314646,-0.4172118063556146,-17.91242547722559,-18.41165542602539,0.1033240712171539
-0.7713761339458407,-0.3264523537860152,-18.397563934326172,-0.7913192405889624,-0.4215277959350246,-12.848720940793244,-17.24036407470703,0.09714456856874991
-0.7481704375352418,-0.356046143334266,-11.688704490661621,-0.7893232914371148,-0.42780852637650596,-5.253699895315419,-12.210248947143555,0.08272482701202868
-0.7419391312670491,-0.3865142257101336,-4.727043151855469,-0.7865136697137092,-0.4337601995840066,3.18527966347349,-7.055133819580078,0.0649543803374604
-0.75241899479323,-0.41541328529384275,1.8443514108657837,-0.7833635605010655,-0.4386993795673356,9.936020351202975,-1.7909568548202515,0.03872735897735014
-0.7503690662561683,-0.44005001104046787,7.777270317077637,-0.7796579542692792,-0.44323728202432566,16.68722856799069,3.4094409942626953,0.029461799968248614
-0.7446018729664622,-0.4711297931386716,14.83895492553711,-0.7765354050482264,-0.44633344469914055,20.906706962995653,8.625146865844727,0.04043030258545806
-0.7375199151088296,-0.49517063976382886,20.535497665405273,-0.7719758262172668,-0.4500175460056699,27.657694340373276,13.014090538024902,0.056797990160265495
-0.7652894418475404,-0.5311353345713614,27.4733829498291,-0.7682906548589921,-0.45241923699716285,32.72114185344814,17.873136520385742,0.07877329050414776
-0.760491484142902,-0.5618974400528599,34.202938079833984,-0.7623940573354681,-0.45538435236041047,40.3159295684815,22.452110290527344,0.1065300785437263
-0.7703622463837934,-0.6004327027185346,41.364891052246094,-0.7568737304465971,-0.45733599756510124,47.91060229367089,26.690746307373047,0.1437310234012011
-0.7098243655601613,-0.5153282872778429,148.60435485839844,-0.6877959692262439,-0.4130980873158139,153.5872570836956,-31.53623390197754,0.10457659407974891
-0.6982103064195176,-0.48942623678347225,154.94432067871094,-0.685577385375694,-0.40781753815213007,161.01624298484566,-25.996824264526367,0.08258069015454347
-0.7195201983908777,-0.46814544275419984,160.89317321777344,-0.6845755626629699,-0.40451153252199507,165.47314672959644,-20.121753692626953,0.07259753506556858
-0.7129776507501462,-0.4453070000565597,166.9782257080078,-0.683476906221918,-0.39887558032419873,172.90030227762432,-14.060304641723633,0.055010641389484485
-0.7190719639038899,-0.42698093214861976,172.58734130859375,-0.7077521943032762,-0.3942811529006055,176.46821790700048,-7.80117654800415,0.03460365221591275
-0.7475961464696697,-0.41392719486304275,176.60511779785156,-0.7758562113635082,-0.39008787024897085,176.43488459344735,-3.212074041366577,0.03697221478163112
-0.8175821990180624,-0.41322202381260975,176.66195678710938,-0.8731482850236489,-0.3840245381874664,176.43444970631154,-3.248767375946045,0.06277008109609779
-0.8976544506825831,-0.4146791666167373,176.3636016845703,-0.9315215793738847,-0.3803868876172633,176.4341344241472,-3.2436065673828125,0.04819691696333854
-1.2284520728092168,-0.38623242776578504,-174.1171875,-1.2848428732282844,-0.36667765411205455,-167.4715964713358,6.827476501464844,0.059685103204666995
-1.2933789993265572,-0.40138127050681144,-168.89747619628906,-1.335388455938846,-0.37554455587784796,-163.0140681482889,16.287736892700195,0.049318660440833884
-1.3609589245028788,-0.3858455835624948,-162.38731384277344,-1.3988293859029528,-0.3936049344079586,-156.32794323437392,24.72756004333496,0.03865720336751604
-1.4098781763921082,-0.3742805025618391,-156.9474639892578,-1.4597417289310843,-0.41893365624316603,-149.64175226308296,32.128761291503906,0.06693487884126954
-1.641985705869025,-0.45196124019186995,-138.4481658935547,-1.5982847353728373,-0.5140341523153615,-132.55487964834836,-30.772722244262695,0.07591324813100396
-1.647875800587064,-0.5235083306485492,-132.1551513671875,-1.634178068537215,-0.5506999160124584,-126.61156189576442,-20.54077911376953,0.030446841838066264
-1.6681281213022454,-0.5723499367856819,-125.4189682006836,-1.670944881905307,-0.5963932566915775,-120.66827335844822,-10.976710319519043,0.024207754385572298
-1.6736658348960427,-0.6117451487882266,-120.32676696777344,-1.7027766480722888,-0.645641771434423,-114.72501757588086,-1.9547442197799683,0.0446813212718798
-1.7092125262726938,-0.6615495735308335,-114.39295959472656,-1.7351279841485048,-0.711401293683396,-108.03856355669889,6.249420642852783,0.05618545148953004
-1.744852858016217,-0.7026304819516973,-108.92050170898438,-1.7503526420427857,-0.7526772524182437,-103.58119274249444,13.623936653137207,0.05034805714692553
-1.8052058906108028,-0.7548336456625512,-103.07465362548828,-1.763999812555361,-0.8021424230045451,-98.38069897163935,19.254966735839844,0.0627380369656679
-1.8440800821493066,-0.7757384191104857,-97.30474090576172,-1.7755934948137468,-0.8745004915068382,-90.95147488975915,24.811180114746094,0.12018468949451767
-1.8687775065321561,-0.7617421040804341,-91.15943908691406,-1.7780880425263295,-0.9257571608097648,-85.75086242118448,29.29527473449707,0.1874180293237278
-1.5419328789741933,-1.3121565569275455,-40.44586181640625,-1.5735360953556674,-1.3630096829892795,-34.473106396640745,31.95097541809082,0.0598732303780653
-1.5113933988708577,-1.3691228712512773,-34.73822784423828,-1.5325814816842251,-1.3939335107659423,-30.01562384863048,40.97676086425781,0.03262671737139326
-1.429930697503938,-1.4748517048989025,42.97990417480469,-1.3032589962989305,-1.5123355563384142,51.505934420013254,-18.458370208740234,0.1321013209809429
-1.4071479670067915,-1.494427306033947,49.233463287353516,-1.298199411752581,-1.513186106397401,56.56912086028431,-14.632118225097656,0.11055170863924114
-1.3604851890996401,-1.4787373030151136,56.8179817199707,-1.2916201340680042,-1.5135128573453738,64.1638580294895,-10.507974624633789,0.0771474885105608
-1.3370546004270354,-1.4917914688355605,62.88285446166992,-1.2873226068123897,-1.5133724816506775,69.18027248710108,-6.3226776123046875,0.05421264892083213
-1.305461035205724,-1.4944117492576285,69.54627227783203,-1.2816586399270489,-1.513748250759217,77.01444665862397,-2.592059850692749,0.030666827539268467
-1.2768080053209827,-1.4928739070851549,75.6777572631836,-1.277545256383401,-1.5141778078102055,81.5878125041386,1.411811351776123,0.021316653706242198
-1.2502363808454242,-1.4983435697621956,81.8435287475586,-1.2723520747813308,-1.5145688247596514,89.132814081539,5.307541847229004,0.0274292329094191
-1.2333346759068886,-1.5401932758081078,87.57097625732422,-1.267916087782838,-1.512713129457888,94.78235853511242,9.055402755737305,0.044170493440344905
-1.205512297487542,-1.5309789644270018,93.19458770751953,-1.2632016074297563,-1.510557224900669,100.45515967274305,12.574650764465332,0.06119725424306422
-1.1818948537345269,-1.5391682117369385,98.74250030517578,-1.2603678274432524,-1.508233649326981,104.67457712509875,16.28843116760254,0.08435019119234931
-1.1552826473977047,-1.5746730046918294,105.0051498413086,-1.2562149521981216,-1.5041040565273358,111.4256014442511,19.653295516967773,0.12315561943073179
-1.27999545508812,-1.3837923855127718,132.4353790283203,-1.2447603998539865,-1.483332557913704,139.13120115439554,-45.61817169189453,0.10559240047919993
-1.254588831017874,-1.3950554255206953,138.7098846435547,-1.2437666565841243,-1.4783070050800018,145.03828396525853,-36.53914260864258,0.08395203963331713
-1.2559948867998056,-1.4183205709675386,144.2766876220703,-1.2433429611476177,-1.4739315212738073,150.1016683665984,-26.818082809448242,0.05703199993577975
-1.2788491248883236,-1.4304857543219267,151.3346405029297,-1.243417124945856,-1.4673429878118187,157.69657850343245,-15.432381629943848,0.051126140871881116
-1.2521268678544208,-1.4610638292471467,156.9971160888672,-1.2443721107758459,-1.460824240699087,165.29153005682343,-5.22886848449707,0.007758457322178819
-1.250919198277973,-1.4858986362026718,163.7501983642578,-1.2454797674510063,-1.4565728060657661,170.35472313634017,6.421192646026611,0.029826024222815935
-1.2741125827689528,-1.5018033779713884,169.34642028808594,-1.2469578487935118,-1.4524347096466221,175.41821766742575,16.554237365722656,0.05634398805052541
-1.2848508343801142,-1.5254498971062425,174.75161743164062,-1.249140218285662,-1.4477982758590122,-178.67472290431607,26.486040115356445,0.08546942367986723
-1.311658274042078,-1.520207683932314,-177.82566833496094,-1.252199699043025,-1.4428122485756785,-171.92362319584421,37.38591766357422,0.09759803048710121
-1.3919943610711425,-1.479809278448748,-146.93955993652344,-1.4241262196058542,-1.5147550341607678,-139.43015318686165,-10.358534812927246,0.047472751923381185
-1.4207761819035156,-1.519168682577521,-140.49888610839844,-1.4645629679905259,-1.5463426520514074,-134.97265253978395,-0.27836936712265015,0.05153355462994285
-1.4510040191092055,-1.5642654327973204,-135.3789825439453,-1.5070659440429919,-1.5867546429632833,-128.28625421851393,9.047368049621582,0.0604045031530791
-1.5037309649578647,-1.5864027327918782,-128.6916961669922,-1.540645292746703,-1.6255555009232165,-123.8288412705998,17.42918586730957,0.0538108432237234
-1.5557864563609571,-1.596013055655155,-122.41493225097656,-1.5705708643490734,-1.6672448574568506,-117.88539217664454,23.970518112182617,0.07274990245680822
-1.597449983905592,-1.6185151744308226,-118.30537414550781,-1.6032858596484736,-1.7245282656490653,-111.9417882535389,29.722387313842773,0.10617359820281966
-1.2171140702089571,-2.113805567862408,27.736249923706055,-1.1601276939556664,-2.2056902357705943,35.38628468517597,26.80137825012207,0.10812140988296128
-1.151813759111957,-2.113826600018402,35.22402572631836,-1.0990694609785367,-2.162563876446808,38.57616020694445,36.699459075927734,0.07181422630124187
-1.08255259979855,-2.118600210331497,39.05213928222656,-1.0457235348549598,-2.1200218068981767,38.575855897360505,41.498329162597656,0.036856491442045454
-0.6901270187356225,-1.9173113343627457,38.53374099731445,-0.7332475703065516,-1.870837873199326,38.56258863463173,-40.142635345458984,0.06339688131358695
-0.6830441101338622,-1.8671183860293241,38.294124603271484,-0.6798951337975977,-1.8283012602202393,38.55954965587929,-40.14889144897461,0.03894464415095703
-0.6731292054062794,-1.796746872541092,37.928741455078125,-0.6113029039559582,-1.7736325509016009,38.558501645371706,-40.11180877685547,0.06600578320026085
-0.33681474878689754,-1.4786378000183973,38.74552917480469,-0.2682881375076927,-1.5002659137046912,38.546552322176886,24.859180450439453,0.07185869296778573
-0.2615950236380491,-1.4531228605201532,38.20276641845703,-0.2073046750150529,-1.4516904798509815,38.544994183502254,24.866188049316406,0.054309241091989875
-0.19211149176197773,-1.4404144284490814,38.5272331237793,-0.1539544791319702,-1.4091567850474938,38.54797692951458,24.855018615722656,0.04932542836983143
-0.12495098181801007,-1.4218918485326215,38.30181121826172,-0.07770188460273439,-1.3484097190669897,38.54940827665381,24.84081268310547,0.08736189408696704
-0.0667206699512915,-1.4076905111831783,38.262882232666016,-0.016733471792016247,-1.2998092350771793,38.552296062934595,24.824565887451172,0.1188994941708057
-0.02737174974062387,-1.399383948171873,38.38584899902344,0.02899193964148461,-1.2633528564413035,38.55460460174004,24.808319091796875,0.14724579246339586
0.04007125853204643,-1.3818106728359618,38.19076919555664,0.09757359908618718,-1.2086612979280589,38.55775691699956,24.78213119506836,0.18244786981546787
0.5243067190795798,-0.8303030384732841,38.54723358154297,0.577852910660405,-0.8258108054867094,38.564178294984856,8.379916191101074,0.05373429807875138
0.5700972914144474,-0.790527297992903,37.64683532714844,0.6540930899568206,-0.7650448293721149,38.5665939776458,8.351095199584961,0.08777613787231918
0.6450225516333319,-0.759472754399163,38.476890563964844,0.6922119020667112,-0.7346563127084169,38.56714716385644,8.349102020263672,0.05331688824860729
0.6963911090792431,-0.7285328396843281,38.402408599853516,0.7455647169272808,-0.6921036047041813,38.56541673062714,8.378682136535645,0.06119749071678796
