YAW,real_orientation
-97.21365739821663,-109.79065195360832
-95.21375747250629,-104.0347885419854
-92.16486702294813,-102.31466992727589
-90.08615006422052,-102.31463549611571
-90.46010844882188,-102.31611991041662
-90.07546549920083,-102.31564867062845
-89.91995814856197,-99.26375933407388
-86.98933725969516,-92.91030058728462
-84.30074389874737,-85.8925669431922
-81.16701205001957,-85.35986764198526
-81.0799822637057,-85.36009465238457
-80.38182114619953,-85.3606799636415
-79.9092692882073,-85.34323697340112
-84.01072539039124,-96.74610300514868
-83.20540896403004,-85.249967582055
-75.76398872942065,-83.35205309241246
-79.71352203755512,-82.68667869842886
-77.15548767179504,-75.93657916151942
-72.00967464874692,-74.6375023327587
-72.48585696951838,-80.54509345534882
-76.71534857423688,-86.14741673847308
-80.65830050219405,-81.34641673335057
-75.73252954033518,-75.43962072212838
-72.34326468295781,-78.66882993363467
-76.61462406909679,-85.42126985156969
-80.13378752212286,-85.08591095758047
-79.08891471117674,-79.1795436150297
-74.78249353829423,-77.29169715343036
-74.73440293756377,-82.87004163275424
-79.53006387621554,-81.86614787490687
-77.12019561793183,-75.95891638427844
-72.02829936804956,-72.09714903672929
-71.23739863577724,-78.26846264220823
-75.37272427512801,-84.17680220784008
-80.04880104585227,-90.92852063194725
-84.02712003365002,-97.34728646782777
-86.42293653497528,-92.09658520118398
-83.09571720967872,-86.18949338101895
-79.75100131373014,-78.59540557648081
-74.71044355351589,-73.53240984104615
-70.23695317467998,-67.0762578718587
-67.04537017270165,-72.8591117178239
-72.72842463731412,-79.61117490426271
-77.32174793780213,-86.36366132287174
-81.78008312891717,-88.39754043501478
-81.55938766077519,-81.64692885357589
-76.86800721675245,-75.73997080897854
-71.94558736735148,-67.30080236950755
-67.66848304608278,-65.25372807495154
-65.90685437893133,-72.71920705849686
-70.6892057003913,-77.7826911123763
-75.78831457850734,-84.53538649838578
-80.58545350274962,-90.95222752536667
-83.06140486965887,-86.5581201249393
-79.39610917409651,-78.96405129791331
-74.82998200046201,-73.05700845519928
-70.01262000010064,-66.30522010506273
-65.41326643808019,-67.50077771194016
-69.01015045300494,-75.09578621330257
-74.44956952168094,-81.00422061024952
-78.3488044760257,-87.75615367498314
-81.87744121765112,-87.25494453183445
-80.62735726688328,-81.34804924795375
-76.22396389514486,-75.44128396165652
-71.37218270857066,-67.84583204499143
-67.49357889645148,-63.1043513097867
-63.560808680983634,-69.1331686952817
-67.87364042963146,-73.35248113366421
-72.7703774147734,-80.10471441964769
-77.27987549069647,-86.85671559598755
-81.79457636185597,-83.01314761184454
-77.44374994796769,-77.95033858262642
-73.40605682857765,-79.24182142569228
-76.57293314317259,-85.14979763462189
-80.5857614455338,-83.8928735355734
-77.05956829293235,-76.29858405046872
-72.81312672778077,-77.29972168607412
-73.47348880455021,-81.52023891454965
-78.53715123221092,-86.10661241676638
-80.55922092842039,-81.88810782649033
-76.43654587846672,-77.34864474148569
-74.76836562135043,-82.54220442728081
-78.5269078370841,-88.1158884683659
-81.72897858247657,-82.88894129062041
-78.10641656284821,-76.98260813418236
-73.2235814087444,-75.6176026700665
-73.19389706226862,-80.67756629229123
-78.06308165431948,-81.2098762159873
-76.10709702608526,-74.45972122869597
-71.93600726038052,-70.48947442095367
-69.81691182718804,-74.70880676131598
-73.94600765682698,-80.45130378645379
-78.68107549812252,-88.04715617231008
-82.93788323980709,-93.95492633426457
-85.75228684426753,-90.06092359103684
-83.02784999431135,-84.15368428039747
-79.59088705298016,-79.09069042813792
-74.80548856348754,-74.02801697922627
-70.46885478555593,-73.6417948518667
-72.73611645621531,-79.55031095148117
-77.23899317510902,-87.99015774649321
-81.85412156265792,-93.89798739039044
-84.5888472787734,-95.07058368654505
-85.23475736957013,-89.16331861642905
-82.33809991363543,-83.2563357078373
-77.80230264253342,-77.34969383061464
-73.01800058451049,-70.59956333792697
-68.46654314000126,-72.33866604208343
-70.31103314265148,-77.40295169463472
-75.23845694912724,-83.31111694810825
-79.36870065567742,-89.21892220963558
-83.47388413709575,-94.79305664674331
-84.59465413900843,-88.69732581902626
-81.1154028556653,-81.94647275472623
-77.0757551923505,-76.03973717700133
-72.68022187202767,-70.13259861407552
-68.46430198566236,-73.30542201168198
-71.25295554185574,-78.6571167543367
-75.968693962955,-83.71743408100342
-80.02358856765018,-90.4692638943514
-84.1939188471948,-93.32099558511845
-83.2933244331458,-85.7262169857808
-79.58694963579099,-79.81957575120288
-75.08251637345381,-73.06899657832655
-70.14076552266992,-68.0054489830142
-66.90841307595855,-71.20903354055486
-70.89046756169907,-77.96094378047344
-75.37237846009496,-83.0251650624525
-79.80716880082545,-89.77703074739922
-83.50918738004673,-87.58685193766884
-80.73397426094134,-79.99184466420988
-76.90379705777335,-75.77254367832353
-72.84306234576712,-69.86604450100434
-68.24882065904241,-64.80310735806823
-64.11702605531413,-67.8539354105306
-68.0963150648626,-73.76336971569154
-73.22205474345628,-83.89109805353218
-78.3042771418778,-87.26690633632674
-82.02219452549227,-85.05598030432057
-78.6224315837801,-78.30519525384466
-74.19424229893605,-73.24210003992
-69.94053898185707,-67.33564214824197
-66.0064594943661,-64.72369967432176
-64.94534390706636,-70.97804146019917
-69.09283373225922,-76.88826645011898
-72.92311962850101,-81.1079678941554
-77.67216327155725,-86.17183944617702
-81.7716221451296,-84.80456803208821
-79.04199220533118,-78.89733701790088
-75.18153654111764,-72.14701166476951
-70.17728702083033,-67.08405575331491
-65.24710475041248,-59.488677939742395
-59.823525628921125,-54.42547333886871
-55.485115860093615,-48.51823794648755
-49.87036193239443,-41.77542007030693
60.44109849423377,52.763648672168976
60.94256751910714,46.85220042113595
21.341916167575768,14.780015568209183
15.818842808593173,9.715954702010341
8.927725825018003,2.120275337639894
2.1136968125535183,-3.7877800144703135
-27.974497093967543,-29.107709646164164
-35.68422967902031,-36.70330549738582
-42.462212665583586,-41.767676666925226
-46.44762165910772,-47.64908085746595
-52.71479259541847,-55.24518483713692
-57.798876444388625,-59.46531738292096
-92.35990805511456,-99.13343006848004
-94.04178640644598,-106.72946626312294
-97.19450946551834,-112.6373563635525
-100.68048117064333,-118.54526982244109
-131.58345967165008,-125.78951595899068
-131.57473427711315,-125.79007780433031
-132.29277552951598,-125.78997813435319
-132.66156095771774,-128.86270939840225
-135.93164782043203,-135.61455320910693
-141.1260589519176,-141.52255101295873
-146.02620470706756,-150.80654992238988
-151.43947387917305,-154.18254183475264
-155.95556725386973,-160.93409596208352
-161.06498950479838,-165.9982774470616
86.49570032110213,109.66258401401168
88.20421948055929,107.58845994483198
85.99883138907576,106.82799893023545
-92.42783708167353,-104.18374990607104
-92.33043411859165,-103.52111819443066
-89.525354004696,-97.5225011373521
-85.43887647932976,-91.70073315010583
-83.27948581637186,-91.3592719035513
-82.65098618539027,-91.35882436057862
-81.91823497554314,-91.35902186429534
-81.0351605428625,-91.35923132745165
-84.12553338939524,-91.35998230838848
-83.65009719625155,-91.35975528119249
-83.59417704136806,-91.36108496713814
-82.47711108935472,-90.70296430712585
-81.26954407505386,-84.262813947356
-76.79735958768619,-79.06239176123933
-73.34982311909376,-71.6331474993925
-68.94133874445484,-67.17565162208217
-89.96987513449663,-100.98018789789772
-86.67420202169497,-95.03687595671204
-84.88830930701373,-90.57952649132484
-82.98722366845342,-86.12196452191814
-79.63557585615922,-80.17874634250022
-76.69278787996076,-74.97831536579127
-73.02265954012611,-69.03508618498229
-68.55575394792844,-63.091698527913124
-65.01308809450663,-66.07729991059503
-68.0754152749582,-71.98581603845943
-73.11568841846558,-78.73756350613904
-78.43161544405497,-85.48952877084318
-81.43874571113089,-90.70128807525256
-84.01471241820458,-90.6367566172735
-4.33096355933808,-9.431707796483002
-9.376635962778067,-16.183744822372354
-15.256349700826078,-22.35198412225998
-19.04283801812462,-28.225278308749772
-23.673710068862665,-34.97707532782899
93.71662989418802,103.58981823535078
87.74522268351008,96.8376255417221
85.12455620704687,90.19713520772514
82.81359999191838,89.58632831173526
81.9717939608941,89.58605441250928
81.41061070548234,89.58750654617833
84.19021367995806,89.6007865838088
84.47235293190273,89.60362435700881
83.6312142524673,89.60770019404637
83.44105099280378,89.60970978099643
83.19174965820427,89.61125936401945
82.63774800607189,83.93845335268045
78.08530354016779,78.87434353255709
74.19135295259474,71.27843026427074
17.48280781281324,16.41869915637792
11.896546752370897,10.510754900395149
7.637891689987086,4.6028959479325255
2.423597337478205,-2.9930625025609654
-4.167985275627489,-8.901394571403811
-10.948611565426773,-16.49715873037491
-15.790546157190017,-22.327602266534193
-26.913042185386107,-34.447934878351724
-32.290724324509405,-41.199756253175536
-71.46727300516137,-74.29376025336664
-76.27052039130334,-81.04556382338967
-79.80612022214022,-87.79750135152658
-82.83795803239393,-94.47594731612337
-84.94862093295131,-100.70733130345953
-87.35217827468186,-108.30315066399925
-123.89930455579552,-120.95604087378679
-156.84931617306688,-165.2972229097432
-162.21787439151564,-165.297063615136
-162.21787439151564,-165.2974985374059
-162.21787439151564,-165.2968756817388
-162.21787439151564,-165.29695522005292
-162.21787439151564,-165.29684108963207
-162.21787439151564,-165.29714695025808
-162.21787439151564,-165.29647101067323
-162.21787439151564,-165.29606264351293
-162.21787439151564,-165.29604277800905
-162.21787439151564,-165.29619933298335
-162.21787439151564,-165.296363009455
-162.21787439151564,-165.2953900853758
-162.21787439151564,-165.29607171480785
-162.21787439151564,-165.29829828949119
-162.19053083595747,-165.29912493525217
-162.28559590092755,-165.30127381010357
-163.36126426122098,-165.30109837835974
-162.4912070461171,-165.30081857568933
-162.45531514346817,-165.30068568405258
-162.45531514346817,-165.3006891438535
-162.45531514346817,-165.2998209880863
-162.45531514346817,-165.30213478483273
-163.14054309238512,-165.30383894139555
-162.98106886011988,-165.30511148432478
-162.98106886011988,-165.30847584199378
-162.98106886011988,-165.3105674601625
-162.89977168193752,-165.28696063954064
-162.16723042227224,-161.46280335430234
-156.57023162361372,-156.26162387093254
-152.21936148680163,-151.8041904973386
-147.40087946710096,-146.60339312886296
-142.73313725265822,-140.66026823106444
-138.3907168918485,-135.45987749604743
-134.1526018292349,-128.77374166343867
-129.6734865690195,-124.31627050030386
-125.89059431831683,-117.6300664053528
-122.0330126441015,-113.17244273845941
-118.7935840436181,-107.22923526258246
-96.86941160262994,-83.45612512017085
-95.0605908338483,-76.76992395677539
-67.23439318035234,-69.34075404921674
-60.85689451158358,-65.6259649495874
-57.46103248405092,-58.939918673330176
-52.48136009231144,-52.99665799836557
-48.75351468483182,-47.79622684461025
-45.46147544580525,-43.331320006509834
-41.756460431452915,-37.38825695790924
-37.59608166411213,-32.93078159990131
-32.7915479399089,-28.47326529846435
-28.96494474112789,-23.27287503439268
-24.08409897047146,-18.072498668698746
-18.947507165013533,-12.129267033516927
3.9070799892612538,9.421891254960613
7.780678310031974,16.114053363769127
18.30036743017606,26.51643177991547
30.83609951315184,33.202690668376064
35.18046391011198,38.40315633071884
39.82114875785241,44.346420785210185
44.74671460009411,51.03854589248158
49.66312444888487,57.202232883380056
52.75670019395164,65.48428263045524
57.72555489522821,69.6527934247229
61.616636721390506,75.21114126273095
65.88464437583009,80.41509651112747
123.24972791707954,118.79000527969954
128.25911003371135,125.22546010433281
131.37849484453488,130.42597483818133
136.70837854999812,136.54514834741013
141.7207195905008,144.23874974374738
146.82032980233646,151.6678596376873
-138.98894131428622,-137.38201284551482
-138.73094447487432,-137.37761486964746
-138.45385011308827,-137.37884461663717
-138.8058602943724,-137.3787500887872
-139.6456987416402,-137.3784335608265
-139.08457308701338,-137.37941991315526
92.66189770785556,92.5167564962259
91.55533717235899,85.76499818785716
87.6201098880945,79.01306657817923
83.46528174248209,71.41707399677911
79.90136867750293,64.66499899178847
75.96600702273548,59.600981425915855
48.91822259315281,52.84920964270076
44.298104278061174,46.941101124182964
39.90833771343553,41.03329244498139
34.52267532419856,35.12516482757878
31.87186333785611,28.37303842571402
25.632645460621504,21.62112875676494
21.10442437958094,15.71343810795112
14.261152019328172,8.961442682695662
8.427821614880449,3.8973053911993643
2.911175076910651,-2.854608385018113
-3.6935297134905216,-8.762764954601288
-47.15329241846714,-61.93346779408322
-27.35158769377789,-29.626763627173286
-23.349885492334217,-22.031879234261314
-18.074151082040466,-16.124801062510404
-12.467956942767866,-6.842122063562126
-7.190786386240945,-0.9350192158749921
-0.0,4.128080895383446
4.328410813497127,11.722959878383675
10.056073328524137,17.629940090075618
14.981974030204395,24.38099003090487
94.54766217216022,87.44933818309177
96.50510227767501,92.9070574018391
98.67611781167766,98.99453667985901
100.98549669973974,104.8446441754201
104.34441880280342,111.59564628056287
109.11484254235722,119.19046523856875
112.92340196431795,124.253795055064
116.37604058565887,130.16095615692456
121.1152957610415,136.83098153683446
-27.828966168575093,-29.707421226588195
-22.84892717278417,-22.2668100292783
-17.424423703266992,-13.82797830437847
-12.471868219584557,-8.764833329540444
-6.228030457658198,-2.013852526415673
-2.109563381734646,4.737310445683348
6.007943003810135,11.488084242937205
10.72909639619607,19.083103817736635
15.14131481278534,24.1463164329183
19.339045323880683,30.897191582743556
93.11627143624985,81.39625704760518
95.07683025105256,89.62303275261951
97.31201873508383,95.1320109266201
99.71483833394853,101.11634622292763
103.25826434652221,107.75462085412889
106.51042963442087,113.66176209780203
110.20755354112738,120.41268074702363
115.00081255207462,127.1637753002522
119.05992001590675,133.91463423020733
120.18190469511343,139.71576665069645
122.00049414354142,128.44543961809273
117.20050658386619,120.84963036907021
112.44565856849759,114.09794935429774
107.94086104276117,107.34587284666314
104.8624422844575,101.43816411443406
100.98227310470035,94.68633526280865
98.71095158099506,87.95591613240656
96.43422043444191,81.84592002726927
93.99775822238128,75.38659255871984
16.65589337823319,15.691576790992205
11.25339809172843,9.783408726789524
7.134943392054653,2.187732447068092
-0.18475174560126797,-2.8759922658713126
-5.325857264638246,-11.315574216877003
-11.21158578181039,-18.0675041674383
-16.545754271607958,-23.97533055964021
-21.065667726348323,-30.72700407247376
-25.209881649204895,-36.634936678101774
14.051718563685666,24.656024735021322
20.878348651468308,24.65416402411311
20.466916308901492,24.654443887562813
19.95467081117611,24.65397221422305
19.620219431969353,24.654186018551048
19.749238411665495,24.654379980491676
19.577450559532256,24.653844248592016
19.63366805846949,24.65305534840063
23.748295868309256,24.639427204900493
26.08436420880167,24.63641622212457
26.891785829579124,24.633187699761866
27.55023970905619,19.806615194462754
20.867736624577805,13.054679703080664
-37.744889586362085,-47.71305939692653
-41.9799892851721,-54.465169008885034
-180.0,-173.59589364287737
-180.0,178.80829069888838
175.88293156669502,172.90858835971082
172.12082325428702,166.06821370675175
165.25337554228827,159.31627277935758
159.93530341694975,154.25218433086494
153.89160155844985,147.50048132272596
149.15920244644522,140.74843066438098
144.28707967958871,133.99625534352336
109.1191463528688,100.23611801717972
105.15338833595158,93.48413467938536
102.65382021355262,86.73226148795939
60.89268888637631,64.78863037279052
56.76984891246387,59.724550744619684
51.847128610511035,53.81663523246048
47.176400012662945,47.06484935827007
41.43890497474765,40.31280067397474
36.20869012478595,33.560804652783425
30.22761388069854,26.80869226065993
-5.3210007034145335,-12.014939807481646
-11.608548732071243,-18.766582089981238
-16.32594030515778,-26.36259890832224
-44.372819389389775,-46.61821030224394
-49.941329362524954,-52.61793488074147
-52.316510879722905,-58.378397745960974
-56.32100312044383,-65.13015041381145
-60.73925848895224,-71.88175273402076
-64.22897022793083,-76.945759128193
-68.69445456594303,-83.69740904187621
-106.56605288777466,-102.98451506218919
-110.58022290118393,-109.73484611252931
-114.58279813502149,-115.43569161653552
-118.79914427617216,-121.33960675955511
-122.67329106260303,-129.43674071555296
-127.4882747015964,-135.34444973904004
-131.87312666851975,-142.94030584499836
-139.1281310988408,-148.00418214985953
-142.04355455174888,-154.75607369858594
-180.0,178.23683887177327
175.62657498314394,171.48505653234963
169.1150542616256,164.7330204223536
162.5681313711883,158.82530257787678
155.7976814668228,152.07338053193328
149.49727318851134,143.6336658842756
145.08519148316898,138.5697343813013
139.68499294644937,132.78482752543593
135.08320688320978,127.17850267797694
130.7999951562111,121.2707435070069
126.74221811647321,115.36305830545183
54.404965165205084,41.092471917567536
-93.72694517564867,-84.01306344891766
-96.6319773768596,-90.76503945723411
-99.61462622761907,-97.51688655822814
-103.4589316879972,-104.26889486117882
-108.71167354858513,-111.0207153344351
-113.08171634645588,-117.66118354853808
-117.1854772495765,-118.27327694287384
-166.6984973934705,-167.7478967635692
-180.0,-174.499624838943
-180.0,-178.55271803698108
-180.0,-178.5482885188725
-180.0,-178.5487082150911
-180.0,-178.54920371228778
-180.0,-178.5497830786777
180.0,-178.55021204898887
-180.0,-178.55044231650172
-180.0,-178.55069483616947
-180.0,-178.55230285928897
-180.0,-178.55270089143198
-180.0,-178.55294634686203
-180.0,-178.55347407402917
-180.0,-178.55382758220162
180.0,-178.5541846319125
-180.0,-178.5543109064515
-180.0,-178.55484043937602
33.03890279686232,35.378937893162636
28.74861922987769,30.005663748082082
25.169704575693846,26.63383893287639
23.482382458387068,26.631086843694145
23.71002281138741,26.402889117988654
22.57899325877971,20.912730008660393
17.53569385831596,14.160692253618135
12.52050276772197,8.25292829936811
6.569074635223144,0.6572499211067027
-0.4368786522599274,-3.587493189823158
-3.093852776541928,-3.58689039004373
-3.1141500024808098,-3.587283790770311
-3.679174568611661,-3.5875368672724313
-3.541273456000384,-3.587673257163254
-1.9599953491738198,-0.4067550852344007
-0.021909554681232173,6.336862076561481
7.883619314792449,11.581176327130022
12.984218716260548,19.0118897944439
18.123940500744908,23.239010862596825
20.860880343712246,15.21379358298068
15.009109865341607,10.993685271569335
9.100578649417175,4.241801927206885
2.6138301006571867,-2.510264182573432
-4.121642872637326,-8.648590167691665
83.42068755812836,73.39605139629894
84.30741644616725,73.39252532848086
84.80558659091442,77.38245522868803
89.10325790349118,83.03280087165147
92.00523530007632,86.95929589991653
93.57747175615455,86.96144846611561
93.83809126786835,86.96140368737606
94.3951684853695,86.96236604218714
94.93593459481815,86.96273766719456
98.28591953692442,99.00601547539243
98.79898901573029,99.00578512279522
98.33852094981076,99.00538450034725
99.10188370684352,99.00493742471176
99.35908731342047,99.00477507844221
98.6534672893623,99.00475803576114
98.81896254869518,99.0048193413016
98.8516583295852,99.0041085848743
94.01268508843476,101.8973523954579
95.76725055671884,107.84095864092563
98.57327972967505,113.78429451787349
102.11124735452157,121.21345930734128
141.51950016269478,143.50347673200133
144.92322207112926,148.70367980853663
149.00821041272937,154.64713676695933
154.18018153399726,159.8476716300455
157.894157222952,165.7909190841216
164.25483565490603,171.73418026138344
169.93550311350603,176.1977017652691
-139.4755635433116,-131.48695190279565
-135.2281683306429,-123.76573166750238
